age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
30.0,,Some-college,,,,White,Male,56.0,United-States,>50K
32.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Widowed,Exec-managerial,Not-in-family,,Female,16.0,United-States,<=50K
61.0,,Assoc-acdm,,,,White,Female,90.0,United-States,<=50K
63.0,,Some-college,,,,White,Male,48.0,United-States,>50K
36.0,,HS-grad,,,,White,Male,70.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Own-child,,Male,40.0,United-States,<=50K
74.0,,9th,,,,White,Male,10.0,,<=50K
,State-gov,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,<=50K
38.0,,9,,,,White,Female,22.0,United-States,<=50K
,State-gov,,Never-married,Prof-specialty,Unmarried,,Female,20.0,Taiwan,<=50K
20.0,,HS-grad,,,,White,Male,45.0,Canada,<=50K
,Private,,Never-married,Sales,Own-child,,Female,30.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Female,30.0,United-States,<=50K
29.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
19.0,,10th,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Female,20.0,United-States,<=50K
23.0,,HS-grad,,,,Asian-Pac-Islander,Female,40.0,Vietnam,<=50K
27.0,,,,,,White,Male,60.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Exec-managerial,Husband,,Male,35.0,United-States,>50K
29.0,,Bachelors,,,,Asian-Pac-Islander,Female,15.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,1.0,,<=50K
21.0,,Some-college,,,,White,Female,35.0,United-States,<=50K
45.0,,Some-college,,,,White,Male,42.0,United-States,<=50K
30.0,,HS-grad,,,,White,Male,50.0,United-States,>50K
,Private,,Never-married,Sales,Not-in-family,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Transport-moving,Own-child,,Male,50.0,United-States,<=50K
29.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Separated,Machine-op-inspct,Own-child,,Female,40.0,Guatemala,<=50K
21.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Female,20.0,United-States,<=50K
,,,Divorced,,Other-relative,,Male,40.0,United-States,<=50K
,Private,,Divorced,Sales,Not-in-family,,Female,15.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Female,40.0,United-States,<=50K
,Federal-gov,,Divorced,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,Iran,>50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,>50K
35.0,,HS-grad,,,,White,Male,60.0,United-States,<=50K
,Private,,Divorced,Sales,Not-in-family,,Female,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,<=50K
31.0,,,,,,White,Male,40.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,68.0,United-States,<=50K
29.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Wife,,Female,40.0,South,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,Vietnam,<=50K
21.0,,Assoc-voc,,,,White,Female,36.0,United-States,<=50K
23.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
33.0,,Masters,,,,Black,Male,35.0,United-States,<=50K
39.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
28.0,,7th-8th,,,,White,Male,40.0,United-States,<=50K
34.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Sales,Husband,,Male,50.0,,<=50K
,Private,,Never-married,Transport-moving,Unmarried,,Male,50.0,United-States,<=50K
52.0,,Assoc-acdm,,,,White,Female,30.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
30.0,,Masters,,,,White,Male,40.0,United-States,>50K
,Private,,Divorced,Prof-specialty,Unmarried,,Female,40.0,United-States,<=50K
58.0,,Bachelors,,,,White,Male,55.0,United-States,>50K
,,,Never-married,,Not-in-family,,Female,35.0,United-States,<=50K
21.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
,Private,,Divorced,Handlers-cleaners,Not-in-family,,Male,50.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,60.0,United-States,<=50K
41.0,,Prof-school,,,,White,Male,40.0,United-States,>50K
65.0,,7th-8th,,,,White,Male,40.0,United-States,<=50K
34.0,,HS-grad,,,,White,Male,72.0,United-States,<=50K
36.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
22.0,,HS-grad,,,,White,Male,55.0,United-States,<=50K
18.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Adm-clerical,Wife,,Female,36.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Unmarried,,Female,37.0,United-States,<=50K
,Private,,Married-spouse-absent,Adm-clerical,Other-relative,,Male,60.0,United-States,<=50K
24.0,,11th,,,,Black,Male,35.0,Jamaica,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,37.0,United-States,<=50K
34.0,,12th,,,,Black,Male,55.0,United-States,<=50K
23.0,,Assoc-acdm,,,,Black,Male,20.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Female,40.0,United-States,<=50K
62.0,,Bachelors,,,,White,Female,38.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,35.0,United-States,<=50K
34.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,State-gov,,Never-married,Prof-specialty,Own-child,,Female,20.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Tech-support,Husband,,Male,42.0,United-States,>50K
48.0,,Prof-school,,,,White,Female,25.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,55.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,60.0,United-States,>50K
39.0,,Some-college,,,,White,Female,75.0,United-States,<=50K
41.0,,Bachelors,,,,White,Male,35.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Female,35.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,56.0,United-States,<=50K
48.0,,Some-college,,,,White,Female,50.0,United-States,<=50K
75.0,,10th,,,,White,Female,60.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,45.0,United-States,>50K
31.0,,HS-grad,,,,White,Male,40.0,,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Transport-moving,Own-child,,Male,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,>50K
30.0,,Assoc-voc,,,,White,Female,41.0,United-States,<=50K
55.0,,HS-grad,,,,White,Male,60.0,United-States,<=50K
59.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
32.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
27.0,,,,,,White,Male,35.0,Mexico,<=50K
,Private,,Never-married,Sales,Own-child,,Female,20.0,United-States,<=50K
36.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
36.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,20.0,United-States,<=50K
22.0,,10th,,,,White,Female,40.0,United-States,<=50K
22.0,,Some-college,,,,White,Female,40.0,,<=50K
,Private,,Never-married,Adm-clerical,Unmarried,,Female,40.0,Mexico,<=50K
49.0,,HS-grad,,,,White,Male,50.0,United-States,>50K
30.0,,7th-8th,,,,White,Male,42.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
20.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
47.0,,Masters,,,,White,Male,40.0,United-States,>50K
28.0,,Bachelors,,,,White,Female,50.0,United-States,<=50K
42.0,,Bachelors,,,,Black,Female,40.0,United-States,<=50K
48.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
24.0,,5th-6th,,,,White,Female,40.0,Mexico,<=50K
42.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
48.0,,Some-college,,,,Black,Male,8.0,United-States,<=50K
49.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
76.0,,Prof-school,,,,White,Male,25.0,United-States,>50K
,Private,,Never-married,Protective-serv,Not-in-family,,Male,50.0,United-States,<=50K
18.0,,11th,,,,White,Female,20.0,United-States,<=50K
,Private,,Divorced,Other-service,Not-in-family,,Male,40.0,United-States,<=50K
51.0,,9th,,,,White,Female,45.0,Cuba,<=50K
19.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
43.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
28.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Not-in-family,,Male,40.0,United-States,<=50K
32.0,,11th,,,,White,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
51.0,,Assoc-voc,,,,White,Male,40.0,United-States,>50K
42.0,,HS-grad,,,,Black,Male,40.0,Jamaica,<=50K
29.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
46.0,,,,,,Black,Male,40.0,United-States,<=50K
32.0,,Assoc-acdm,,,,White,Female,40.0,United-States,<=50K
45.0,,,,,,White,Male,55.0,United-States,>50K
66.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
35.0,,Masters,,,,White,Male,40.0,United-States,>50K
35.0,,9th,,,,White,Male,50.0,United-States,<=50K
,Private,,Never-married,Sales,Other-relative,,Female,24.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,El-Salvador,<=50K
35.0,,Bachelors,,,,Asian-Pac-Islander,Male,40.0,Vietnam,<=50K
,Federal-gov,,Divorced,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
29.0,,HS-grad,,,,Black,Female,40.0,Japan,<=50K
,Private,,Married-civ-spouse,Farming-fishing,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Female,45.0,United-States,<=50K
,Private,,Married-spouse-absent,Craft-repair,Not-in-family,,Male,40.0,Poland,<=50K
41.0,,HS-grad,,,,White,Female,43.0,United-States,<=50K
23.0,,HS-grad,,,,White,Male,40.0,Puerto-Rico,<=50K
39.0,,Assoc-voc,,,,White,Male,45.0,United-States,<=50K
52.0,,Some-college,,,,White,Male,60.0,United-States,<=50K
36.0,,Assoc-voc,,,,White,Female,40.0,United-States,>50K
,State-gov,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Adm-clerical,Wife,,Female,40.0,United-States,>50K
,,,Never-married,,Other-relative,,Male,20.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,40.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,40.0,United-States,<=50K
29.0,,HS-grad,,,,Asian-Pac-Islander,Male,26.0,United-States,<=50K
41.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Private,,Separated,Protective-serv,Own-child,,Female,40.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,15.0,United-States,<=50K
28.0,,HS-grad,,,,Black,Male,40.0,United-States,>50K
51.0,,7th-8th,,,,Black,Female,30.0,United-States,<=50K
50.0,,,,,,White,Female,36.0,Ireland,<=50K
17.0,,11th,,,,White,Male,40.0,United-States,<=50K
29.0,,Bachelors,,,,White,Female,60.0,United-States,<=50K
43.0,,Some-college,,,,Black,Female,40.0,United-States,<=50K
33.0,,11th,,,,White,Male,7.0,United-States,<=50K
52.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,36.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
38.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Transport-moving,Own-child,,Male,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,50.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,>50K
40.0,,Assoc-voc,,,,Black,Male,44.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,70.0,United-States,<=50K
,,,Divorced,,Unmarried,,Female,40.0,United-States,<=50K
20.0,,Some-college,,,,Asian-Pac-Islander,Male,40.0,Vietnam,<=50K
,,,Married-civ-spouse,,Wife,,Female,40.0,United-States,<=50K
,Self-emp-not-inc,,Widowed,Other-service,Other-relative,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,<=50K
36.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
35.0,,Assoc-voc,,,,White,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
40.0,,Some-college,,,,White,Female,20.0,United-States,<=50K
27.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
34.0,,Assoc-voc,,,,White,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,Philippines,>50K
40.0,,HS-grad,,,,White,Female,40.0,United-States,>50K
24.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,32.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Exec-managerial,Husband,,Male,22.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,48.0,United-States,<=50K
24.0,,HS-grad,,,,White,Female,32.0,United-States,<=50K
33.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
72.0,,Bachelors,,,,White,Male,4.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,50.0,United-States,<=50K
,Self-emp-inc,,Never-married,Transport-moving,Own-child,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,>50K
32.0,,Bachelors,,,,White,Male,48.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,40.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Own-child,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,<=50K
18.0,,HS-grad,,,,White,Female,24.0,United-States,<=50K
29.0,,Bachelors,,,,White,Male,40.0,Canada,<=50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Male,50.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,30.0,United-States,<=50K
,,,Never-married,,Own-child,,Male,20.0,United-States,<=50K
,,,Never-married,,Other-relative,,Male,45.0,United-States,<=50K
,Local-gov,,Never-married,Sales,Not-in-family,,Male,90.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,28.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,80.0,United-States,>50K
23.0,,HS-grad,,,,White,Male,35.0,United-States,<=50K
51.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,,,Never-married,,Own-child,,Male,15.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,55.0,United-States,>50K
44.0,,HS-grad,,,,White,Male,68.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,45.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Other-relative,,Male,10.0,El-Salvador,<=50K
65.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
36.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
37.0,,9th,,,,Asian-Pac-Islander,Female,40.0,Hong,<=50K
63.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
42.0,,1st-4th,,,,White,Male,60.0,,<=50K
45.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,<=50K
,Private,,Separated,Prof-specialty,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,38.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,>50K
46.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
49.0,,Bachelors,,,,White,Male,43.0,United-States,>50K
57.0,,Some-college,,,,White,Male,84.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,40.0,United-States,<=50K
38.0,,Some-college,,,,White,Male,50.0,United-States,<=50K
30.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
41.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Sales,Own-child,,Female,20.0,United-States,<=50K
37.0,,,,,,White,Male,50.0,United-States,>50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,44.0,United-States,<=50K
17.0,,11th,,,,White,Female,14.0,United-States,<=50K
36.0,,10th,,,,White,Male,40.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,40.0,United-States,<=50K
49.0,,Some-college,,,,White,Male,30.0,United-States,<=50K
,Private,,Separated,Transport-moving,Not-in-family,,Male,27.0,United-States,<=50K
23.0,,Bachelors,,,,White,Male,30.0,United-States,<=50K
21.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Never-married,Other-service,Unmarried,,Female,40.0,United-States,<=50K
23.0,,,,,,White,Male,35.0,Mexico,<=50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,38.0,United-States,<=50K
34.0,,Assoc-voc,,,,White,Male,50.0,,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Divorced,Other-service,Not-in-family,,Female,32.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,80.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Male,35.0,United-States,<=50K
37.0,,Assoc-voc,,,,Black,Male,48.0,United-States,<=50K
31.0,,7th-8th,,,,White,Male,35.0,Mexico,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,40.0,Mexico,<=50K
,Private,,Never-married,Handlers-cleaners,Not-in-family,,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,<=50K
29.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
55.0,,Assoc-voc,,,,White,Male,20.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,48.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Male,40.0,United-States,<=50K
30.0,,9th,,,,White,Male,40.0,United-States,<=50K
38.0,,Masters,,,,Black,Male,40.0,,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Transport-moving,Not-in-family,,Male,70.0,United-States,<=50K
34.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
34.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
33.0,,HS-grad,,,,White,Male,70.0,United-States,<=50K
24.0,,13,,,,White,Female,40.0,United-States,<=50K
20.0,,Some-college,,,,White,Male,36.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,35.0,United-States,>50K
,,,Never-married,,Unmarried,,Female,16.0,United-States,<=50K
42.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
47.0,,HS-grad,,,,Black,Female,32.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,55.0,United-States,>50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,>50K
,Federal-gov,,Divorced,Adm-clerical,Not-in-family,,Male,60.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
28.0,,Assoc-voc,,,,White,Female,23.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,55.0,United-States,<=50K
