age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,native-country,salary
26.0,,79078.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
47.0,,409464.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
38.0,,60355.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,206861.0,,10.0,Never-married,Tech-support,Own-child,,0.0,0.0,,
,Private,156040.0,,12.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,1848.0,,
,,163911.0,,10.0,Never-married,,Own-child,,0.0,0.0,,
27.0,,,Bachelors,,Never-married,,Own-child,Black,0.0,0.0,United-States,<=50K
,Private,198145.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,7298.0,0.0,,
42.0,,138634.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
50.0,,421561.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,127671.0,,4.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
37.0,,46814.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
42.0,,195821.0,HS-grad,,Separated,,,White,,,United-States,<=50K
,Federal-gov,51664.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,3908.0,0.0,,
,Local-gov,293941.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
47.0,,199832.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,160594.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,7298.0,0.0,,
49.0,,243190.0,Assoc-voc,,Divorced,,,White,,,United-States,<=50K
52.0,,117674.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,119735.0,,5.0,Never-married,Machine-op-inspct,Unmarried,,0.0,0.0,,
84.0,,132806.0,HS-grad,,Widowed,,,White,,,United-States,<=50K
73.0,,39212.0,HS-grad,,Widowed,,,White,,,United-States,<=50K
,State-gov,366198.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,94809.0,,10.0,Married-spouse-absent,Other-service,Not-in-family,,0.0,0.0,,
,Private,286824.0,,10.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,184400.0,,6.0,Never-married,Transport-moving,Own-child,,0.0,0.0,,
,Private,194897.0,,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,174812.0,,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,186239.0,,10.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,,
44.0,,120277.0,Bachelors,,Married-civ-spouse,,,White,,,Italy,>50K
40.0,,99651.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,147202.0,,10.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
21.0,,108670.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
37.0,,100508.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,204816.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
48.0,,209057.0,Bachelors,,Married-spouse-absent,,,White,,,United-States,>50K
,Self-emp-not-inc,133969.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
50.0,,173754.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
34.0,,242984.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-not-inc,27886.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
46.0,,188325.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,152621.0,,13.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
,Private,165232.0,,10.0,Divorced,Tech-support,Not-in-family,,0.0,0.0,,
44.0,,69333.0,,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,123992.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Federal-gov,110884.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
64.0,,22228.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Local-gov,377107.0,,10.0,Separated,Other-service,Own-child,,0.0,0.0,,
29.0,,100764.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
32.0,,327902.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
30.0,,207284.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
38.0,,32897.0,11th,,Divorced,,,White,,,United-States,<=50K
52.0,,244214.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
51.0,,103824.0,HS-grad,,Never-married,,,Black,,,Haiti,<=50K
49.0,,41294.0,Some-college,,Divorced,,,White,,,United-States,<=50K
62.0,,109463.0,10,,Separated,,,White,,,United-States,<=50K
,Private,89814.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
35.0,,246463.0,Bachelors,,Divorced,,,White,,,United-States,<=50K
26.0,,185885.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
,Private,169496.0,,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
30.0,,157990.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,211075.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
25.0,,295289.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
49.0,,200471.0,1st-4th,,Married-civ-spouse,,,White,,,Portugal,<=50K
53.0,,77462.0,Some-college,,Separated,,,White,,,United-States,<=50K
31.0,,351187.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,247156.0,,9.0,Never-married,Transport-moving,Own-child,,0.0,0.0,,
36.0,,372525.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-inc,102576.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,183066.0,,6.0,Never-married,Other-service,Own-child,,0.0,0.0,,
45.0,,265097.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
51.0,,122109.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,152951.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
31.0,,151484.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,204052.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
23.0,,361278.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,240172.0,,13.0,Married-spouse-absent,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,115849.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
46.0,,329752.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,123219.0,,3.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
30.0,,217296.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,292264.0,,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
34.0,,163756.0,Assoc-voc,,Never-married,,,White,,,United-States,>50K
27.0,,160731.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,132222.0,,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Local-gov,364563.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Self-emp-inc,349910.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1977.0,,
,Private,177216.0,,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
,Private,189487.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Private,353010.0,,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,State-gov,309055.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,,192052.0,,10.0,Married-civ-spouse,,Wife,,0.0,2457.0,,
,Private,231573.0,,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,,103161.0,,9.0,Widowed,,Not-in-family,,0.0,0.0,,
,Private,128831.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Private,137354.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,234755.0,,9.0,Separated,Craft-repair,Unmarried,,0.0,0.0,,
21.0,,262634.0,7th-8th,,Never-married,,,White,,,United-States,<=50K
44.0,,222596.0,HS-grad,,Divorced,,,White,,,United-States,>50K
26.0,,167350.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,211226.0,,12.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Local-gov,222115.0,,13.0,Divorced,Adm-clerical,Not-in-family,,99999.0,0.0,,
27.0,,142621.0,,,Never-married,,,White,,,United-States,<=50K
26.0,,56419.0,Prof-school,,Never-married,,,Asian-Pac-Islander,,,South,<=50K
,Private,244115.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
36.0,,182074.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
61.0,,149981.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,150309.0,,16.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
,Private,228516.0,,9.0,Married-spouse-absent,Craft-repair,Not-in-family,,0.0,0.0,,
,Private,413720.0,,9.0,Married-civ-spouse,Transport-moving,Wife,,0.0,0.0,,
,Private,269004.0,,11.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
34.0,,207284.0,12th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,178417.0,,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
44.0,,111483.0,10th,,Never-married,,,White,,,United-States,<=50K
,Private,38950.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,,
,Private,237386.0,,11.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
52.0,,134854.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
25.0,,82560.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
49.0,,122584.0,7th-8th,,Married-civ-spouse,,,White,,,United-States,<=50K
56.0,,92444.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,>50K
62.0,,94931.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
42.0,,63596.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
59.0,,114760.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,233362.0,,6.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
52.0,,208137.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
21.0,,344891.0,Some-college,,Never-married,,,Asian-Pac-Islander,,,United-States,<=50K
50.0,,176867.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,142219.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
17.0,,211870.0,9th,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,221581.0,,9.0,Married-spouse-absent,Craft-repair,Not-in-family,,0.0,0.0,,
26.0,,266062.0,Some-college,,Never-married,,,White,,,United-States,<=50K
44.0,,147110.0,Some-college,,Divorced,,,White,,,United-States,>50K
,Private,242941.0,,10.0,Never-married,Sales,Own-child,,0.0,1602.0,,
,Private,210945.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
34.0,,181311.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,320012.0,,10.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,
,Private,398988.0,,10.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
25.0,,203408.0,10,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,436361.0,,9.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
18.0,,78817.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,176189.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
60.0,,266983.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,206775.0,,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
,Local-gov,210991.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1740.0,,
26.0,,335533.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
33.0,,427812.0,9th,,Married-civ-spouse,,,White,,,Puerto-Rico,<=50K
,,169303.0,,9.0,Married-civ-spouse,,Husband,,6767.0,0.0,,
47.0,,144351.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,116825.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
26.0,,86872.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
43.0,,185860.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
29.0,,271710.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,246431.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,154342.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
51.0,,108435.0,12th,,Never-married,,,White,,,United-States,<=50K
35.0,,102268.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,102988.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,305759.0,,9.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
,Private,203003.0,,6.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,306908.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Private,334366.0,,13.0,Separated,Prof-specialty,Unmarried,,0.0,0.0,,
,Private,168262.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Federal-gov,32801.0,,13.0,Married-civ-spouse,Exec-managerial,Wife,,0.0,0.0,,
52.0,,92968.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,277772.0,,9.0,Divorced,Handlers-cleaners,Unmarried,,0.0,0.0,,
,Private,190350.0,,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,Local-gov,222381.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,377680.0,,11.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
,Private,113601.0,,10.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,54422.0,,12.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
38.0,,165302.0,Some-college,,Divorced,,,Other,,,United-States,<=50K
53.0,,118058.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,127753.0,,8.0,Never-married,Craft-repair,Other-relative,,0.0,0.0,,
,Private,231962.0,,9.0,Never-married,Other-service,Unmarried,,0.0,0.0,,
40.0,,182268.0,Preschool,,Married-spouse-absent,,,White,,,United-States,<=50K
34.0,,34848.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,112761.0,,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,,
27.0,,365110.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
48.0,,88564.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Self-emp-inc,175070.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
31.0,,234537.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
72.0,,97304.0,,,Married-spouse-absent,,,White,,,,<=50K
32.0,,39369.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,93690.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
31.0,,361497.0,4,,Never-married,,,White,,,Portugal,<=50K
44.0,,185832.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,163706.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,,
36.0,,108320.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,648223.0,,2.0,Married-spouse-absent,Farming-fishing,Unmarried,,0.0,0.0,,
,Private,280966.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Self-emp-inc,117963.0,,12.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1887.0,,
50.0,,307555.0,Bachelors,,Divorced,,,White,,,United-States,>50K
,Private,252752.0,,10.0,Never-married,Transport-moving,Not-in-family,,0.0,0.0,,
,Self-emp-not-inc,152587.0,,9.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
,Private,145419.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,34248.0,,11.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
33.0,,178463.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,206861.0,,13.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
66.0,,33619.0,HS-grad,,Married-civ-spouse,,,Black,,,United-States,<=50K
29.0,,224858.0,10,,Married-civ-spouse,,,White,,,United-States,<=50K
,,193043.0,,9.0,Married-civ-spouse,,Husband,,0.0,0.0,,
36.0,,376455.0,Assoc-voc,,Divorced,,,White,,,United-States,<=50K
,Private,183627.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1977.0,,
,Private,152810.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1977.0,,
,Private,150095.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,State-gov,140764.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Private,257980.0,,9.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
45.0,,235431.0,HS-grad,,Separated,,,Black,,,United-States,<=50K
42.0,,227397.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
42.0,,89942.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
43.0,,233130.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
19.0,,55284.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,,28132.0,,8.0,Never-married,,Own-child,,0.0,0.0,,
,Private,174466.0,,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,
34.0,,189843.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
60.0,,338345.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
25.0,,152503.0,Some-college,,Never-married,,,Black,,,United-States,<=50K
,Private,202210.0,,9.0,Never-married,Other-service,Unmarried,,0.0,0.0,,
19.0,,351802.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
23.0,,72143.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
28.0,,193122.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
43.0,,62026.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,104896.0,,9.0,Married-civ-spouse,Sales,Husband,,2653.0,0.0,,
,,177304.0,,6.0,Divorced,,Not-in-family,,0.0,0.0,,
54.0,,123011.0,HS-grad,,Married-civ-spouse,,,White,,,Poland,>50K
27.0,,181916.0,Some-college,,Never-married,,,White,,,United-States,<=50K
36.0,,303187.0,Some-college,,Married-civ-spouse,,,Asian-Pac-Islander,,,,>50K
,Self-emp-inc,54260.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,162840.0,,8.0,Never-married,Sales,Own-child,,0.0,0.0,,
,State-gov,404573.0,,15.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,
,Private,96827.0,,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,172052.0,,9.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
30.0,,197886.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
40.0,,282678.0,Masters,,Separated,,,White,,,United-States,<=50K
,Local-gov,202184.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Self-emp-not-inc,562336.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
,Private,277434.0,,12.0,Widowed,Tech-support,Unmarried,,0.0,0.0,,
,Private,132847.0,,9.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,,
,State-gov,59342.0,,7.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Private,106961.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,204160.0,,9.0,Divorced,Machine-op-inspct,Own-child,,0.0,0.0,,
,Private,216563.0,,9.0,Married-civ-spouse,Machine-op-inspct,Wife,,0.0,0.0,,
,Local-gov,132563.0,,15.0,Divorced,Prof-specialty,Unmarried,,0.0,1726.0,,
30.0,,281030.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
27.0,,136448.0,Bachelors,,Never-married,,,Black,,,United-States,<=50K
45.0,,363253.0,Some-college,,Never-married,,,White,,,,>50K
21.0,Private,,Some-college,10.0,Never-married,Other-service,Own-child,White,0.0,0.0,United-States,<=50K
,Private,147280.0,,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,220836.0,,7.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,,146722.0,,8.0,Married-civ-spouse,,Husband,,0.0,0.0,,
,Self-emp-not-inc,29054.0,,11.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,,
,Private,124818.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Private,498325.0,,12.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Self-emp-not-inc,175456.0,,10.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
,Private,102332.0,,9.0,Divorced,Sales,Unmarried,,0.0,0.0,,
55.0,,117357.0,Doctorate,,Married-civ-spouse,,,Asian-Pac-Islander,,,,>50K
,Private,204052.0,,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
24.0,,196742.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,99476.0,,14.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,117674.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Local-gov,251396.0,,12.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,128617.0,,6.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
64.0,,170645.0,5th-6th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,212888.0,,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
30.0,,319280.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-not-inc,26781.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Self-emp-not-inc,219591.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,103751.0,,5.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
60.0,,205934.0,HS-grad,,Separated,,,White,,,United-States,<=50K
41.0,,136419.0,Assoc-acdm,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,285730.0,,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
28.0,,141702.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
42.0,,149210.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
41.0,,132633.0,11th,,Divorced,,,White,,,Guatemala,<=50K
,Private,73051.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Federal-gov,450770.0,,9.0,Never-married,Handlers-cleaners,Unmarried,,0.0,0.0,,
33.0,,155781.0,Prof-school,,Never-married,,,White,,,United-States,>50K
,Self-emp-not-inc,95949.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
47.0,,297884.0,10th,,Widowed,,,White,,,United-States,<=50K
,Private,404616.0,,14.0,Married-civ-spouse,Farming-fishing,Not-in-family,,0.0,0.0,,
17.0,,160029.0,11th,,Never-married,,,White,,,United-States,<=50K
60.0,,325971.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
57.0,,127728.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,>50K
28.0,,155397.0,,,Never-married,,,White,,,United-States,<=50K
32.0,,62272.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,189346.0,,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
48.0,,25468.0,Masters,,Divorced,,,White,,,United-States,>50K
33.0,,51543.0,9,,Married-civ-spouse,,,White,,,United-States,<=50K
37.0,,114765.0,Some-college,,Never-married,,,White,,,United-States,<=50K
33.0,,130057.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
48.0,,94461.0,HS-grad,,Widowed,,,White,,,United-States,<=50K
,Private,208826.0,,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,370183.0,,9.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,
,Self-emp-inc,155293.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
